fname,train0/test1
whale_audio10_10.wav,0
whale_audio10_100.wav,0
whale_audio10_101.wav,0
whale_audio10_102.wav,0
whale_audio10_103.wav,0
whale_audio10_104.wav,0
whale_audio10_105.wav,0
whale_audio10_106.wav,0
whale_audio10_109.wav,0
whale_audio10_11.wav,0
whale_audio10_110.wav,0
whale_audio10_111.wav,0
whale_audio10_112.wav,0
whale_audio10_114.wav,0
whale_audio10_116.wav,0
whale_audio10_117.wav,0
whale_audio10_118.wav,0
whale_audio10_119.wav,0
whale_audio10_12.wav,0
whale_audio10_120.wav,0
whale_audio10_122.wav,0
whale_audio10_123.wav,0
whale_audio10_124.wav,0
whale_audio10_126.wav,0
whale_audio10_128.wav,0
whale_audio10_129.wav,0
whale_audio10_13.wav,0
whale_audio10_130.wav,0
whale_audio10_131.wav,0
whale_audio10_132.wav,0
whale_audio10_133.wav,0
whale_audio10_134.wav,0
whale_audio10_135.wav,0
whale_audio10_136.wav,0
whale_audio10_137.wav,0
whale_audio10_139.wav,0
whale_audio10_14.wav,0
whale_audio10_140.wav,0
whale_audio10_141.wav,0
whale_audio10_143.wav,0
whale_audio10_144.wav,0
whale_audio10_146.wav,0
whale_audio10_147.wav,0
whale_audio10_148.wav,0
whale_audio10_15.wav,0
whale_audio10_150.wav,0
whale_audio10_151.wav,0
whale_audio10_152.wav,0
whale_audio10_154.wav,0
whale_audio10_155.wav,0
whale_audio10_156.wav,0
whale_audio10_157.wav,0
whale_audio10_158.wav,0
whale_audio10_159.wav,0
whale_audio10_16.wav,0
whale_audio10_160.wav,0
whale_audio10_161.wav,0
whale_audio10_162.wav,0
whale_audio10_163.wav,0
whale_audio10_164.wav,0
whale_audio10_165.wav,0
whale_audio10_166.wav,0
whale_audio10_167.wav,0
whale_audio10_168.wav,0
whale_audio10_17.wav,0
whale_audio10_170.wav,0
whale_audio10_171.wav,0
whale_audio10_172.wav,0
whale_audio10_173.wav,0
whale_audio10_174.wav,0
whale_audio10_175.wav,0
whale_audio10_176.wav,0
whale_audio10_177.wav,0
whale_audio10_178.wav,0
whale_audio10_179.wav,0
whale_audio10_18.wav,0
whale_audio10_180.wav,0
whale_audio10_181.wav,0
whale_audio10_183.wav,0
whale_audio10_184.wav,0
whale_audio10_186.wav,0
whale_audio10_187.wav,0
whale_audio10_189.wav,0
whale_audio10_19.wav,0
whale_audio10_191.wav,0
whale_audio10_192.wav,0
whale_audio10_194.wav,0
whale_audio10_196.wav,0
whale_audio10_197.wav,0
whale_audio10_198.wav,0
whale_audio10_199.wav,0
whale_audio10_2.wav,0
whale_audio10_200.wav,0
whale_audio10_201.wav,0
whale_audio10_202.wav,0
whale_audio10_203.wav,0
whale_audio10_205.wav,0
whale_audio10_206.wav,0
whale_audio10_207.wav,0
whale_audio10_208.wav,0
whale_audio10_209.wav,0
whale_audio10_210.wav,0
whale_audio10_211.wav,0
whale_audio10_212.wav,0
whale_audio10_213.wav,0
whale_audio10_214.wav,0
whale_audio10_215.wav,0
whale_audio10_216.wav,0
whale_audio10_217.wav,0
whale_audio10_218.wav,0
whale_audio10_219.wav,0
whale_audio10_22.wav,0
whale_audio10_222.wav,0
whale_audio10_223.wav,0
whale_audio10_224.wav,0
whale_audio10_225.wav,0
whale_audio10_226.wav,0
whale_audio10_227.wav,0
whale_audio10_228.wav,0
whale_audio10_229.wav,0
whale_audio10_23.wav,0
whale_audio10_230.wav,0
whale_audio10_231.wav,0
whale_audio10_232.wav,0
whale_audio10_233.wav,0
whale_audio10_234.wav,0
whale_audio10_235.wav,0
whale_audio10_236.wav,0
whale_audio10_237.wav,0
whale_audio10_238.wav,0
whale_audio10_24.wav,0
whale_audio10_240.wav,0
whale_audio10_242.wav,0
whale_audio10_243.wav,0
whale_audio10_244.wav,0
whale_audio10_246.wav,0
whale_audio10_247.wav,0
whale_audio10_248.wav,0
whale_audio10_249.wav,0
whale_audio10_25.wav,0
whale_audio10_250.wav,0
whale_audio10_251.wav,0
whale_audio10_252.wav,0
whale_audio10_253.wav,0
whale_audio10_254.wav,0
whale_audio10_256.wav,0
whale_audio10_257.wav,0
whale_audio10_258.wav,0
whale_audio10_260.wav,0
whale_audio10_261.wav,0
whale_audio10_262.wav,0
whale_audio10_263.wav,0
whale_audio10_264.wav,0
whale_audio10_265.wav,0
whale_audio10_269.wav,0
whale_audio10_27.wav,0
whale_audio10_272.wav,0
whale_audio10_273.wav,0
whale_audio10_274.wav,0
whale_audio10_278.wav,0
whale_audio10_279.wav,0
whale_audio10_28.wav,0
whale_audio10_280.wav,0
whale_audio10_281.wav,0
whale_audio10_282.wav,0
whale_audio10_283.wav,0
whale_audio10_284.wav,0
whale_audio10_285.wav,0
whale_audio10_286.wav,0
whale_audio10_287.wav,0
whale_audio10_288.wav,0
whale_audio10_29.wav,0
whale_audio10_3.wav,0
whale_audio10_30.wav,0
whale_audio10_31.wav,0
whale_audio10_32.wav,0
whale_audio10_33.wav,0
whale_audio10_35.wav,0
whale_audio10_36.wav,0
whale_audio10_39.wav,0
whale_audio10_4.wav,0
whale_audio10_40.wav,0
whale_audio10_41.wav,0
whale_audio10_42.wav,0
whale_audio10_43.wav,0
whale_audio10_44.wav,0
whale_audio10_45.wav,0
whale_audio10_46.wav,0
whale_audio10_48.wav,0
whale_audio10_49.wav,0
whale_audio10_5.wav,0
whale_audio10_50.wav,0
whale_audio10_51.wav,0
whale_audio10_52.wav,0
whale_audio10_54.wav,0
whale_audio10_56.wav,0
whale_audio10_58.wav,0
whale_audio10_59.wav,0
whale_audio10_6.wav,0
whale_audio10_61.wav,0
whale_audio10_62.wav,0
whale_audio10_64.wav,0
whale_audio10_65.wav,0
whale_audio10_66.wav,0
whale_audio10_67.wav,0
whale_audio10_68.wav,0
whale_audio10_7.wav,0
whale_audio10_71.wav,0
whale_audio10_72.wav,0
whale_audio10_73.wav,0
whale_audio10_74.wav,0
whale_audio10_75.wav,0
whale_audio10_78.wav,0
whale_audio10_8.wav,0
whale_audio10_80.wav,0
whale_audio10_83.wav,0
whale_audio10_84.wav,0
whale_audio10_85.wav,0
whale_audio10_86.wav,0
whale_audio10_87.wav,0
whale_audio10_89.wav,0
whale_audio10_9.wav,0
whale_audio10_90.wav,0
whale_audio10_91.wav,0
whale_audio10_93.wav,0
whale_audio10_94.wav,0
whale_audio10_95.wav,0
whale_audio10_96.wav,0
whale_audio10_97.wav,0
whale_audio10_98.wav,0
whale_audio10_99.wav,0
whale_audio12_1.wav,0
whale_audio12_10.wav,0
whale_audio12_101.wav,0
whale_audio12_102.wav,0
whale_audio12_104.wav,0
whale_audio12_105.wav,0
whale_audio12_106.wav,0
whale_audio12_107.wav,0
whale_audio12_108.wav,0
whale_audio12_109.wav,0
whale_audio12_11.wav,0
whale_audio12_110.wav,0
whale_audio12_112.wav,0
whale_audio12_113.wav,0
whale_audio12_114.wav,0
whale_audio12_116.wav,0
whale_audio12_117.wav,0
whale_audio12_119.wav,0
whale_audio12_12.wav,0
whale_audio12_120.wav,0
whale_audio12_122.wav,0
whale_audio12_123.wav,0
whale_audio12_125.wav,0
whale_audio12_126.wav,0
whale_audio12_128.wav,0
whale_audio12_129.wav,0
whale_audio12_13.wav,0
whale_audio12_130.wav,0
whale_audio12_131.wav,0
whale_audio12_135.wav,0
whale_audio12_136.wav,0
whale_audio12_137.wav,0
whale_audio12_138.wav,0
whale_audio12_139.wav,0
whale_audio12_140.wav,0
whale_audio12_141.wav,0
whale_audio12_142.wav,0
whale_audio12_143.wav,0
whale_audio12_144.wav,0
whale_audio12_145.wav,0
whale_audio12_146.wav,0
whale_audio12_147.wav,0
whale_audio12_148.wav,0
whale_audio12_149.wav,0
whale_audio12_15.wav,0
whale_audio12_150.wav,0
whale_audio12_151.wav,0
whale_audio12_152.wav,0
whale_audio12_153.wav,0
whale_audio12_154.wav,0
whale_audio12_155.wav,0
whale_audio12_157.wav,0
whale_audio12_158.wav,0
whale_audio12_159.wav,0
whale_audio12_16.wav,0
whale_audio12_163.wav,0
whale_audio12_165.wav,0
whale_audio12_166.wav,0
whale_audio12_168.wav,0
whale_audio12_17.wav,0
whale_audio12_171.wav,0
whale_audio12_173.wav,0
whale_audio12_174.wav,0
whale_audio12_175.wav,0
whale_audio12_177.wav,0
whale_audio12_179.wav,0
whale_audio12_18.wav,0
whale_audio12_180.wav,0
whale_audio12_182.wav,0
whale_audio12_183.wav,0
whale_audio12_184.wav,0
whale_audio12_186.wav,0
whale_audio12_187.wav,0
whale_audio12_189.wav,0
whale_audio12_190.wav,0
whale_audio12_191.wav,0
whale_audio12_192.wav,0
whale_audio12_193.wav,0
whale_audio12_194.wav,0
whale_audio12_196.wav,0
whale_audio12_197.wav,0
whale_audio12_198.wav,0
whale_audio12_199.wav,0
whale_audio12_2.wav,0
whale_audio12_20.wav,0
whale_audio12_200.wav,0
whale_audio12_201.wav,0
whale_audio12_203.wav,0
whale_audio12_204.wav,0
whale_audio12_205.wav,0
whale_audio12_206.wav,0
whale_audio12_207.wav,0
whale_audio12_208.wav,0
whale_audio12_21.wav,0
whale_audio12_210.wav,0
whale_audio12_211.wav,0
whale_audio12_212.wav,0
whale_audio12_213.wav,0
whale_audio12_214.wav,0
whale_audio12_215.wav,0
whale_audio12_216.wav,0
whale_audio12_217.wav,0
whale_audio12_218.wav,0
